id,parent_id,text,level,completed,currentEmotion,completionEmotion,totalTimeEstimate,createdAt,startTime,endTime,timeSpent,username
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
0,0,,0,False,,,,,,,,
1,0,Use the AI Todo List Generator,0,False,"[""Surprised""]","[""Satisfied"", ""Joyful""]",1 hour,2025-03-23 14:07:32,2025-03-23 14:07:51,2025-03-23 14:07:52,00:00:01,srianirudh7
2,1,Pull the GitHub repo,1,False,,,10 minutes,2025-03-23 14:07:32,,,,srianirudh7
3,2,Open the terminal or command prompt,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
4,2,Navigate to the desired project directory,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
5,2,Type 'git clone URL' and press Enter,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
6,2,Wait for the files to download,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
7,1,Install requirements.txt,1,False,,,10 minutes,2025-03-23 14:07:32,,,,srianirudh7
8,7,Navigate to the project directory in the terminal,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
9,7,Type 'pip install -r requirements.txt' and press Enter,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
10,7,Wait for the packages to install,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
11,1,Run the python app.py,1,False,,,20 minutes,2025-03-23 14:07:32,,,,srianirudh7
12,11,Navigate to the project directory in the terminal,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
13,11,Type 'python app.py' and press Enter,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
14,11,Open the URL provided in the terminal output in your web browser,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
15,1,Sign up and set up account,1,False,,,10 minutes,2025-03-23 14:07:32,,,,srianirudh7
16,15,Navigate to the local host link in your web browser,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
17,15,Click 'Sign Up' button and fill in the form with your details,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
18,15,Create a new user name and pin,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
19,15,Confirm your email address,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
20,15,Log in with your new user name and pin,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
21,1,Generate tasks using the AI,1,False,,,15 minutes,2025-03-23 14:07:32,,,,srianirudh7
22,21,Click the mic button to input a task,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
23,21,Click 'Generate Tasks' button and let the AI do the work,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
24,21,Review the generated tasks and make any necessary adjustments,2,False,,,,2025-03-23 14:07:32,,,,srianirudh7
